chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
1,TOUCH,cold,"The words in these introductory pages connected themselves with the succeeding vignettes, and gave significance to the rock standing up alone in a sea of billow and spray; to the broken boat stranded on a desolate coast; to the cold and ghastly moon glancing through bars of cloud at a wreck just sinking.",3683,3990
1,SIGHT,survey,"So was the black horned thing seated aloof on a rock, surveying a distant crowd surrounding a gallows.",4398,4502
1,SOUND,voice,“Boh! Madam Mope!” cried the voice of John Reed; then he paused: he found the room apparently empty.,5287,5389
1,SIGHT,vision,"“It is well I drew the curtain,” thought I; and I wished fervently he might not discover my hiding-place: nor would John Reed have found it out himself; he was not quick either of vision or conception; but Eliza just put her head in at the door, and said at once— “She is in the window-seat, to be sure, Jack.”",5543,5856
1,TOUCH,tremble,"And I came out immediately, for I trembled at the idea of being dragged forth by the said Jack.",5856,5953
1,SIGHT,eye,"He gorged himself habitually at table, which made him bilious, and gave him a dim and bleared eye and flabby cheeks.",6431,6548
1,TASTE,gorge,"He gorged himself habitually at table, which made him bilious, and gave him a dim and bleared eye and flabby cheeks.",6431,6548
1,SIGHT,see,"There were moments when I was bewildered by the terror he inspired, because I had no appeal whatever against either his menaces or his inflictions; the servants did not like to offend their young master by taking my part against him, and Mrs. Reed was blind and deaf on the subject: she never saw him strike or heard him abuse me, though he did both now and then in her very presence, more frequently, however, behind her back.",7266,7695
1,SOUND,hear,"There were moments when I was bewildered by the terror he inspired, because I had no appeal whatever against either his menaces or his inflictions; the servants did not like to offend their young master by taking my part against him, and Mrs. Reed was blind and deaf on the subject: she never saw him strike or heard him abuse me, though he did both now and then in her very presence, more frequently, however, behind her back.",7266,7695
1,SIGHT,appearance,"Habitually obedient to John, I came up to his chair: he spent some three minutes in thrusting out his tongue at me as far as he could without damaging the roots: I knew he would soon strike, and while dreading the blow, I mused on the disgusting and ugly appearance of him who would presently deal it.",7695,7996
1,SIGHT,look,"“That is for your impudence in answering mama awhile since,” said he, “and for your sneaking way of getting behind curtains, and for the look you had in your eyes two minutes since, you rat!”",8198,8391
1,SIGHT,eye,"“That is for your impudence in answering mama awhile since,” said he, “and for your sneaking way of getting behind curtains, and for the look you had in your eyes two minutes since, you rat!”",8198,8391
1,SIGHT,see,"I did so, not at first aware what was his intention; but when I saw him lift and poise the book and stand in act to hurl it, I instinctively started aside with a cry of alarm: not soon enough, however; the volume was flung, it hit me, and I fell, striking my head against the door and cutting it.",9139,9435
1,SIGHT,form,"I had read Goldsmith’s History of Rome, and had formed my opinion of Nero, Caligula, &c.",9650,9738
1,SOUND,hear,"Did you hear her, Eliza and Georgiana?",9879,9917
1,TOUCH,feel,but first—” He ran headlong at me: I felt him grasp my hair and my shoulder: he had closed with a desperate thing.,9937,10052
1,TOUCH,grasp,but first—” He ran headlong at me: I felt him grasp my hair and my shoulder: he had closed with a desperate thing.,9937,10052
1,SIGHT,see,"I really saw in him a tyrant, a murderer.",10053,10094
1,TOUCH,feel,"I felt a drop or two of blood from my head trickle down my neck, and was sensible of somewhat pungent suffering: these sensations for the time predominated over fear, and I received him in frantic sort.",10095,10297
1,TOUCH,sensation,"I felt a drop or two of blood from my head trickle down my neck, and was sensible of somewhat pungent suffering: these sensations for the time predominated over fear, and I received him in frantic sort.",10095,10297
1,SIGHT,scene,"Aid was near him: Eliza and Georgiana had run for Mrs. Reed, who was gone upstairs: she now came upon the scene, followed by Bessie and her maid Abbot.",10400,10551
1,SOUND,hear,I heard the words— “Dear!,10568,10594
1,SIGHT,see,“Did ever anybody see such a picture of passion!”,10638,10689
2,TOUCH,feel,"The fact is, I was a trifle beside myself; or rather _out_ of myself, as the French would say: I was conscious that a moment’s mutiny had already rendered me liable to strange penalties, and, like any other rebel slave, I felt resolved, in my desperation, to go all lengths.",162,438
2,TOUCH,hold,"“Hold her arms, Miss Abbot: she’s like a mad cat.” “For shame!",438,501
2,SIGHT,look,"“Mind you don’t,” said Bessie; and when she had ascertained that I was really subsiding, she loosened her hold of me; then she and Miss Abbot stood with folded arms, looking darkly and doubtfully on my face, as incredulous of my sanity.",1439,1677
2,TOUCH,hold,"“Mind you don’t,” said Bessie; and when she had ascertained that I was really subsiding, she loosened her hold of me; then she and Miss Abbot stood with folded arms, looking darkly and doubtfully on my face, as incredulous of my sanity.",1439,1677
2,SIGHT,see,She’s an underhand little thing: I never saw a girl of her age with so much cover.”,1872,1957
2,SOUND,voice,"“What we tell you is for your good,” added Bessie, in no harsh voice, “you should try to be useful and pleasant, then, perhaps, you would have a home here; but if you become passionate and rude, Missis will send you away, I am sure.” “Besides,” said Miss Abbot, “God will punish her: He might strike her dead in the midst of her tantrums, and then where would she go?",2756,3124
2,SIGHT,look,"Scarcely less prominent was an ample cushioned easy-chair near the head of the bed, also white, with a footstool before it; and looking, as I thought, like a pale throne.",4345,4517
2,TOUCH,chill,"This room was chill, because it seldom had a fire; it was silent, because remote from the nursery and kitchen; solemn, because it was known to be so seldom entered.",4517,4681
2,SMELL,breathe,"Mr. Reed had been dead nine years: it was in this chamber he breathed his last; here he lay in state; hence his coffin was borne by the undertaker’s men; and, since that day, a sense of dreary consecration had guarded it from frequent intrusion.",5123,5370
2,SIGHT,look,"My seat, to which Bessie and the bitter Miss Abbot had left me riveted, was a low ottoman near the marble chimney-piece; the bed rose before me; to my right hand there was the high, dark wardrobe, with subdued, broken reflections varying the gloss of its panels; to my left were the muffled windows; a great looking-glass between them repeated the vacant majesty of the bed and room.",5370,5753
2,SIGHT,see,"I was not quite sure whether they had locked the door; and when I dared move, I got up and went to see.",5754,5857
2,SIGHT,look,"Returning, I had to cross before the looking-glass; my fascinated glance involuntarily explored the depth it revealed.",5899,6017
2,SIGHT,glance,"Returning, I had to cross before the looking-glass; my fascinated glance involuntarily explored the depth it revealed.",5899,6017
2,SIGHT,look,"All looked colder and darker in that visionary hollow than in reality: and the strange little figure there gazing at me, with a white face and arms specking the gloom, and glittering eyes of fear moving where all else was still, had the effect of a real spirit: I thought it like one of the tiny phantoms, half fairy, half imp, Bessie’s evening stories represented as coming out of lone, ferny dells in moors, and appearing before the eyes of belated travellers.",6018,6480
2,SIGHT,figure,"All looked colder and darker in that visionary hollow than in reality: and the strange little figure there gazing at me, with a white face and arms specking the gloom, and glittering eyes of fear moving where all else was still, had the effect of a real spirit: I thought it like one of the tiny phantoms, half fairy, half imp, Bessie’s evening stories represented as coming out of lone, ferny dells in moors, and appearing before the eyes of belated travellers.",6018,6480
2,SIGHT,gaze,"All looked colder and darker in that visionary hollow than in reality: and the strange little figure there gazing at me, with a white face and arms specking the gloom, and glittering eyes of fear moving where all else was still, had the effect of a real spirit: I thought it like one of the tiny phantoms, half fairy, half imp, Bessie’s evening stories represented as coming out of lone, ferny dells in moors, and appearing before the eyes of belated travellers.",6018,6480
2,SIGHT,eye,"All looked colder and darker in that visionary hollow than in reality: and the strange little figure there gazing at me, with a white face and arms specking the gloom, and glittering eyes of fear moving where all else was still, had the effect of a real spirit: I thought it like one of the tiny phantoms, half fairy, half imp, Bessie’s evening stories represented as coming out of lone, ferny dells in moors, and appearing before the eyes of belated travellers.",6018,6480
2,SIGHT,eye,"All looked colder and darker in that visionary hollow than in reality: and the strange little figure there gazing at me, with a white face and arms specking the gloom, and glittering eyes of fear moving where all else was still, had the effect of a real spirit: I thought it like one of the tiny phantoms, half fairy, half imp, Bessie’s evening stories represented as coming out of lone, ferny dells in moors, and appearing before the eyes of belated travellers.",6018,6480
2,TOUCH,cold,"All looked colder and darker in that visionary hollow than in reality: and the strange little figure there gazing at me, with a white face and arms specking the gloom, and glittering eyes of fear moving where all else was still, had the effect of a real spirit: I thought it like one of the tiny phantoms, half fairy, half imp, Bessie’s evening stories represented as coming out of lone, ferny dells in moors, and appearing before the eyes of belated travellers.",6018,6480
2,SIGHT,look,"Her beauty, her pink cheeks and golden curls, seemed to give delight to all who looked at her, and to purchase indemnity for every fault.",7320,7457
2,SIGHT,see,"I thus suffered; now, at the distance of—I will not say how many years, I see it clearly.",8910,9001
2,SOUND,discord,"I was a discord in Gateshead Hall: I was like nobody there; I had nothing in harmony with Mrs. Reed or her children, or her chosen vassalage.",9001,9142
2,SIGHT,regard,"They were not bound to regard with affection a thing that could not sympathise with one amongst them; a heterogeneous thing, opposed to them in temperament, in capacity, in propensities; a useless thing, incapable of serving their interest, or adding to their pleasure; a noxious thing, cherishing the germs of indignation at their treatment, of contempt of their judgment.",9204,9577
2,SOUND,hear,"I heard the rain still beating continuously on the staircase window, and the wind howling in the grove behind the hall; I grew by degrees cold as a stone, and then my courage sank.",10060,10240
2,SOUND,howl,"I heard the rain still beating continuously on the staircase window, and the wind howling in the grove behind the hall; I grew by degrees cold as a stone, and then my courage sank.",10060,10240
2,TOUCH,cold,"I heard the rain still beating continuously on the staircase window, and the wind howling in the grove behind the hall; I grew by degrees cold as a stone, and then my courage sank.",10060,10240
2,SIGHT,see,"It must have been most irksome to find herself bound by a hard-wrung pledge to stand in the stead of a parent to a strange child she could not love, and to see an uncongenial alien permanently intruded on her own family group.",11258,11486
2,SIGHT,look,"I doubted not—never doubted—that if Mr. Reed had been alive he would have treated me kindly; and now, as I sat looking at the white bed and overshadowed walls—occasionally also turning a fascinated eye towards the dimly gleaming mirror—I began to recall what I had heard of dead men, troubled in their graves by the violation of their last wishes, revisiting the earth to punish the perjured and avenge the oppressed; and I thought Mr. Reed’s spirit, harassed by the wrongs of his sister’s child, might quit its abode—whether in the church vault or in the unknown world of the departed—and rise before me in this chamber.",11520,12141
2,SIGHT,eye,"I doubted not—never doubted—that if Mr. Reed had been alive he would have treated me kindly; and now, as I sat looking at the white bed and overshadowed walls—occasionally also turning a fascinated eye towards the dimly gleaming mirror—I began to recall what I had heard of dead men, troubled in their graves by the violation of their last wishes, revisiting the earth to punish the perjured and avenge the oppressed; and I thought Mr. Reed’s spirit, harassed by the wrongs of his sister’s child, might quit its abode—whether in the church vault or in the unknown world of the departed—and rise before me in this chamber.",11520,12141
2,SOUND,hear,"I doubted not—never doubted—that if Mr. Reed had been alive he would have treated me kindly; and now, as I sat looking at the white bed and overshadowed walls—occasionally also turning a fascinated eye towards the dimly gleaming mirror—I began to recall what I had heard of dead men, troubled in their graves by the violation of their last wishes, revisiting the earth to punish the perjured and avenge the oppressed; and I thought Mr. Reed’s spirit, harassed by the wrongs of his sister’s child, might quit its abode—whether in the church vault or in the unknown world of the departed—and rise before me in this chamber.",11520,12141
2,SOUND,voice,"I wiped my tears and hushed my sobs, fearful lest any sign of violent grief might waken a preternatural voice to comfort me, or elicit from the gloom some haloed face, bending over me with strange pity.",12142,12344
2,TOUCH,feel,"This idea, consolatory in theory, I felt would be terrible if realised: with all my might I endeavoured to stifle it—I endeavoured to be firm.",12345,12487
2,SIGHT,eye,"Shaking my hair from my eyes, I lifted my head and tried to look boldly round the dark room; at this moment a light gleamed on the wall.",12488,12624
2,SIGHT,look,"Shaking my hair from my eyes, I lifted my head and tried to look boldly round the dark room; at this moment a light gleamed on the wall.",12488,12624
2,SIGHT,light,"Shaking my hair from my eyes, I lifted my head and tried to look boldly round the dark room; at this moment a light gleamed on the wall.",12488,12624
2,SIGHT,gaze,"No; moonlight was still, and this stirred; while I gazed, it glided up to the ceiling and quivered over my head.",12709,12821
2,SIGHT,light,"I can now conjecture readily that this streak of light was, in all likelihood, a gleam from a lantern carried by some one across the lawn: but then, prepared as my mind was for horror, shaken as my nerves were by agitation, I thought the swift darting beam was a herald of some coming vision from another world.",12822,13133
2,SIGHT,vision,"I can now conjecture readily that this streak of light was, in all likelihood, a gleam from a lantern carried by some one across the lawn: but then, prepared as my mind was for horror, shaken as my nerves were by agitation, I thought the swift darting beam was a herald of some coming vision from another world.",12822,13133
2,SOUND,sound,"My heart beat thick, my head grew hot; a sound filled my ears, which I deemed the rushing of wings; something seemed near me; I was oppressed, suffocated: endurance broke down; I rushed to the door and shook the lock in desperate effort.",13134,13371
2,SOUND,noise,“What a dreadful noise!,13499,13522
2,SIGHT,see,Have you seen something?” again demanded Bessie.,13649,13699
2,SIGHT,see,"I saw a light, and I thought a ghost would come.”",13704,13753
2,SIGHT,light,"I saw a light, and I thought a ghost would come.”",13704,13753
2,TOUCH,hold,"I had now got hold of Bessie’s hand, and she did not snatch it from me.",13754,13827
2,SOUND,scream,"“She has screamed out on purpose,” declared Abbot, in some disgust.",13827,13895
2,SOUND,scream,“And what a scream!,13895,13914
2,SOUND,voice,"“What is all this?” demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.",14043,14187
2,SOUND,scream,"“Abbot and Bessie, I believe I gave orders that Jane Eyre should be left in the red-room till I came to her myself.” “Miss Jane screamed so loud, ma’am,” pleaded Bessie.",14188,14360
2,TOUCH,feel,"This violence is all most repulsive:” and so, no doubt, she felt it.",14842,14910
2,SIGHT,eye,"I was a precocious actress in her eyes; she sincerely looked on me as a compound of virulent passions, mean spirit, and dangerous duplicity.",14911,15053
2,SIGHT,look,"I was a precocious actress in her eyes; she sincerely looked on me as a compound of virulent passions, mean spirit, and dangerous duplicity.",14911,15053
2,SOUND,hear,"I heard her sweeping away; and soon after she was gone, I suppose I had a species of fit: unconsciousness closed the scene.",15216,15339
2,SIGHT,scene,"I heard her sweeping away; and soon after she was gone, I suppose I had a species of fit: unconsciousness closed the scene.",15216,15339
3,SIGHT,see,"The next thing I remember is, waking up with a feeling as if I had had a frightful nightmare, and seeing before me a terrible red glare, crossed with thick black bars.",0,167
3,SOUND,hear,"I heard voices, too, speaking with a hollow sound, and as if muffled by a rush of wind or water: agitation, uncertainty, and an all-predominating sense of terror confused my faculties.",168,352
3,SOUND,voice,"I heard voices, too, speaking with a hollow sound, and as if muffled by a rush of wind or water: agitation, uncertainty, and an all-predominating sense of terror confused my faculties.",168,352
3,SOUND,sound,"I heard voices, too, speaking with a hollow sound, and as if muffled by a rush of wind or water: agitation, uncertainty, and an all-predominating sense of terror confused my faculties.",168,352
3,TOUCH,handle,"Ere long, I became aware that some one was handling me; lifting me up and supporting me in a sitting posture, and that more tenderly than I had ever been raised or upheld before.",353,531
3,TOUCH,feel,"I rested my head against a pillow or an arm, and felt easy.",532,593
3,TOUCH,feel,"I felt an inexpressible relief, a soothing conviction of protection and security, when I knew that there was a stranger in the room, an individual not belonging to Gateshead, and not related to Mrs. Reed.",903,1108
3,TOUCH,feel,"Having given some further directions, and intimated that he should call again the next day, he departed; to my grief: I felt so sheltered and befriended while he sat in the chair near my pillow; and as he closed the door after him, all the room darkened and my heart again sank: inexpressible sadness weighed it down.",1713,2032
3,TOUCH,feel,"“Do you feel as if you should sleep, Miss?” asked Bessie, rather softly.",2032,2106
3,SOUND,hear,"I heard her say— “Sarah, come and sleep with me in the nursery; I daren’t for my life be alone with that poor child to-night: she might die; it’s such a strange thing she should have that fit: I wonder if she saw anything.",2661,2884
3,SIGHT,see,"I heard her say— “Sarah, come and sleep with me in the nursery; I daren’t for my life be alone with that poor child to-night: she might die; it’s such a strange thing she should have that fit: I wonder if she saw anything.",2661,2884
3,SIGHT,light,"“Something passed her, all dressed in white, and vanished”—“A great black dog behind him”—“Three loud raps on the chamber door”—“A light in the churchyard just over his grave,” &c., &c. At last both slept: the fire and the candle went out.",3155,3395
3,SIGHT,watch,"For me, the watches of that long night passed in ghastly wakefulness; ear, eye, and mind were alike strained by dread: such dread as children only can feel.",3396,3554
3,SIGHT,eye,"For me, the watches of that long night passed in ghastly wakefulness; ear, eye, and mind were alike strained by dread: such dread as children only can feel.",3396,3554
3,SOUND,strain,"For me, the watches of that long night passed in ghastly wakefulness; ear, eye, and mind were alike strained by dread: such dread as children only can feel.",3396,3554
3,TOUCH,feel,"For me, the watches of that long night passed in ghastly wakefulness; ear, eye, and mind were alike strained by dread: such dread as children only can feel.",3396,3554
3,TOUCH,feel,No severe or prolonged bodily illness followed this incident of the red-room; it only gave my nerves a shock of which I feel the reverberation to this day.,3554,3709
3,TOUCH,feel,I felt physically weak and broken down: but my worse ailment was an unutterable wretchedness of mind: a wretchedness which kept drawing from me silent tears; no sooner had I wiped one salt drop from my cheek than another followed.,4019,4249
3,SIGHT,examine,"Bessie had been down into the kitchen, and she brought up with her a tart on a certain brightly painted china plate, whose bird of paradise, nestling in a wreath of convolvuli and rosebuds, had been wont to stir in me a most enthusiastic sense of admiration; and which plate I had often petitioned to be allowed to take in my hand in order to examine it more closely, but had always hitherto been deemed unworthy of such a privilege.",4838,5271
3,SIGHT,see,"that I might one day, by taking a long voyage, see with my own eyes the little fields, houses, and trees, the diminutive people, the tiny cows, sheep, and birds of the one realm; and the corn-fields forest-high, the mighty mastiffs, the monster cats, the tower-like men and women, of the other.",6379,6674
3,SIGHT,eye,"that I might one day, by taking a long voyage, see with my own eyes the little fields, houses, and trees, the diminutive people, the tiny cows, sheep, and birds of the one realm; and the corn-fields forest-high, the mighty mastiffs, the monster cats, the tower-like men and women, of the other.",6379,6674
3,SOUND,hear,"I had often heard the song before, and always with lively delight; for Bessie had a sweet voice,—at least, I thought so.",7429,7549
3,SOUND,voice,"But now, though her voice was still sweet, I found in its melody an indescribable sadness.",7550,7641
3,SOUND,melody,"But now, though her voice was still sweet, I found in its melody an indescribable sadness.",7550,7641
3,SIGHT,light,"Ev’n should I fall o’er the broken bridge passing, Or stray in the marshes, by false lights beguiled, Still will my Father, with promise and blessing, Take to His bosom the poor orphan child.",8446,8647
3,SIGHT,look,“Then she ought to look more cheerful.,9211,9249
3,SIGHT,eye,"I was standing before him; he fixed his eyes on me very steadily: his eyes were small and grey; not very bright, but I dare say I should think them shrewd now: he had a hard-featured yet good-natured looking face.",9879,10092
3,SIGHT,eye,"I was standing before him; he fixed his eyes on me very steadily: his eyes were small and grey; not very bright, but I dare say I should think them shrewd now: he had a hard-featured yet good-natured looking face.",9879,10092
3,SIGHT,look,"I was standing before him; he fixed his eyes on me very steadily: his eyes were small and grey; not very bright, but I dare say I should think them shrewd now: he had a hard-featured yet good-natured looking face.",9879,10092
3,SIGHT,see,I saw Mr. Lloyd smile and frown at the same time.,11046,11097
3,TOUCH,feel,"Children can feel, but they cannot analyse their feelings; and if the analysis is partially effected in thought, they know not how to express the result of the process in words.",11755,11932
3,SIGHT,look,"Poverty looks grim to grown people; still more so to children: they have not much idea of industrious, working, respectable poverty; they think of the word only as connected with ragged clothes, scanty food, fireless grates, rude manners, and debasing vices: poverty for me was synonymous with degradation.",13158,13466
3,TOUCH,grate,"Poverty looks grim to grown people; still more so to children: they have not much idea of industrious, working, respectable poverty; they think of the word only as connected with ragged clothes, scanty food, fireless grates, rude manners, and debasing vices: poverty for me was synonymous with degradation.",13158,13466
3,SIGHT,see,"“Not even if they were kind to you?” I shook my head: I could not see how poor people had the means of being kind; and then to learn to speak like them, to adopt their manners, to be uneducated, to grow up like one of the poor women I saw sometimes nursing their children or washing their clothes at the cottage doors of the village of Gateshead: no, I was not heroic enough to purchase liberty at the price of caste.",13531,13951
3,TASTE,taste,"Again I reflected: I scarcely knew what school was: Bessie sometimes spoke of it as a place where young ladies sat in the stocks, wore backboards, and were expected to be exceedingly genteel and precise: John Reed hated his school, and abused his master; but John Reed’s tastes were no rule for mine, and if Bessie’s accounts of school-discipline (gathered from the young ladies of a family where she had lived before coming to Gateshead) were somewhat appalling, her details of certain accomplishments attained by these same young ladies were, I thought, equally attractive.",14163,14738
3,SOUND,listen,"She boasted of beautiful paintings of landscapes and flowers by them executed; of songs they could sing and pieces they could play, of purses they could net, of French books they could translate; till my spirit was moved to emulation as I listened.",14739,14987
3,SIGHT,scene,"“The child ought to have change of air and scene,” he added, speaking to himself; “nerves not in a good state.”",15280,15393
3,SOUND,hear,Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.,15393,15485
3,SIGHT,look,"In the interview which followed between him and Mrs. Reed, I presume, from after-occurrences, that the apothecary ventured to recommend my being sent to school; and the recommendation was no doubt readily enough adopted; for as Abbot said, in discussing the subject with Bessie when both sat sewing in the nursery one night, after I was in bed, and, as they thought, asleep, “Missis was, she dared say, glad enough to get rid of such a tiresome, ill-conditioned child, who always looked as if she were watching everybody, and scheming plots underhand.”",15653,16205
3,SIGHT,watch,"In the interview which followed between him and Mrs. Reed, I presume, from after-occurrences, that the apothecary ventured to recommend my being sent to school; and the recommendation was no doubt readily enough adopted; for as Abbot said, in discussing the subject with Bessie when both sat sewing in the nursery one night, after I was in bed, and, as they thought, asleep, “Missis was, she dared say, glad enough to get rid of such a tiresome, ill-conditioned child, who always looked as if she were watching everybody, and scheming plots underhand.”",15653,16205
3,SOUND,hear,"Bessie, when she heard this narrative, sighed and said, “Poor Miss Jane is to be pitied, too, Abbot.”",16936,17039
3,SOUND,sigh,"Bessie, when she heard this narrative, sighed and said, “Poor Miss Jane is to be pitied, too, Abbot.”",16936,17039
3,SIGHT,eye,"“Little darling!—with her long curls and her blue eyes, and such a sweet colour as she has; just as if she were painted!—Bessie, I could fancy a Welsh rabbit for supper.”",17394,17566
4,SIGHT,survey,"Mrs. Reed surveyed me at times with a severe eye, but seldom addressed me: since my illness, she had drawn a more marked line of separation than ever between me and her own children; appointing me a small closet to sleep in by myself, condemning me to take my meals alone, and pass all my time in the nursery, while my cousins were constantly in the drawing-room.",383,746
4,SIGHT,eye,"Mrs. Reed surveyed me at times with a severe eye, but seldom addressed me: since my illness, she had drawn a more marked line of separation than ever between me and her own children; appointing me a small closet to sleep in by myself, condemning me to take my meals alone, and pass all my time in the nursery, while my cousins were constantly in the drawing-room.",383,746
4,SIGHT,glance,"Not a hint, however, did she drop about sending me to school: still I felt an instinctive certainty that she would not long endure me under the same roof with her; for her glance, now more than ever, when turned on me, expressed an insuperable and rooted aversion.",747,1013
4,TOUCH,feel,"Not a hint, however, did she drop about sending me to school: still I felt an instinctive certainty that she would not long endure me under the same roof with her; for her glance, now more than ever, when turned on me, expressed an insuperable and rooted aversion.",747,1013
4,SIGHT,see,"Eliza and Georgiana, evidently acting according to orders, spoke to me as little as possible: John thrust his tongue in his cheek whenever he saw me, and once attempted chastisement; but as I instantly turned against him, roused by the same sentiment of deep ire and desperate revolt which had stirred my corruption before, he thought it better to desist, and ran from me uttering execrations, and vowing I had burst his nose.",1013,1439
4,SIGHT,see,"I had indeed levelled at that prominent feature as hard a blow as my knuckles could inflict; and when I saw that either that or my look daunted him, I had the greatest inclination to follow up my advantage to purpose; but he was already with his mama.",1440,1691
4,SIGHT,look,"I had indeed levelled at that prominent feature as hard a blow as my knuckles could inflict; and when I saw that either that or my look daunted him, I had the greatest inclination to follow up my advantage to purpose; but he was already with his mama.",1440,1691
4,SOUND,hear,"I heard him in a blubbering tone commence the tale of how “that nasty Jane Eyre” had flown at him like a mad cat: he was stopped rather harshly— “Don’t talk to me about her, John: I told you not to go near her; she is not worthy of notice; I do not choose that either you or your sisters should associate with her.” Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words— “They are not fit to associate with me.”",1692,2153
4,SOUND,tone,"I heard him in a blubbering tone commence the tale of how “that nasty Jane Eyre” had flown at him like a mad cat: he was stopped rather harshly— “Don’t talk to me about her, John: I told you not to go near her; she is not worthy of notice; I do not choose that either you or your sisters should associate with her.” Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words— “They are not fit to associate with me.”",1692,2153
4,SIGHT,notice,"I heard him in a blubbering tone commence the tale of how “that nasty Jane Eyre” had flown at him like a mad cat: he was stopped rather harshly— “Don’t talk to me about her, John: I told you not to go near her; she is not worthy of notice; I do not choose that either you or your sisters should associate with her.” Here, leaning over the banister, I cried out suddenly, and without at all deliberating on my words— “They are not fit to associate with me.”",1692,2153
4,SOUND,hear,"Mrs. Reed was rather a stout woman; but, on hearing this strange and audacious declaration, she ran nimbly up the stair, swept me like a whirlwind into the nursery, and crushing me down on the edge of my crib, dared me in an emphatic voice to rise from that place, or utter one syllable during the remainder of the day.",2153,2474
4,SOUND,voice,"Mrs. Reed was rather a stout woman; but, on hearing this strange and audacious declaration, she ran nimbly up the stair, swept me like a whirlwind into the nursery, and crushing me down on the edge of my crib, dared me in an emphatic voice to rise from that place, or utter one syllable during the remainder of the day.",2153,2474
4,SOUND,utterance,"I say scarcely voluntary, for it seemed as if my tongue pronounced words without my will consenting to their utterance: something spoke out of me over which I had no control.",2562,2738
4,SOUND,breath,"“What?” said Mrs. Reed under her breath: her usually cold composed grey eye became troubled with a look like fear; she took her hand from my arm, and gazed at me as if she really did not know whether I were child or fiend.",2738,2960
4,SIGHT,eye,"“What?” said Mrs. Reed under her breath: her usually cold composed grey eye became troubled with a look like fear; she took her hand from my arm, and gazed at me as if she really did not know whether I were child or fiend.",2738,2960
4,SIGHT,look,"“What?” said Mrs. Reed under her breath: her usually cold composed grey eye became troubled with a look like fear; she took her hand from my arm, and gazed at me as if she really did not know whether I were child or fiend.",2738,2960
4,SIGHT,gaze,"“What?” said Mrs. Reed under her breath: her usually cold composed grey eye became troubled with a look like fear; she took her hand from my arm, and gazed at me as if she really did not know whether I were child or fiend.",2738,2960
